itemid;iconname
105257;inv_chest_robe_panprog_b_01
105258;inv_glove_robe_panprog_b_01
105259;inv_pants_robe_panprog_b_01
105260;inv_chest_robe_panprog_b_01
105261;inv_belt_robe_panprog_b_01
105262;inv_bracer_robe_panprog_b_01
105263;inv_chest_robe_panprog_b_01
105264;inv_pants_robe_panprog_b_01
105265;inv_glove_robe_panprog_b_01
105266;inv_chest_robe_panprog_b_01
105267;inv_boots_robe_panprog_b_01
105268;inv_belt_robe_panprog_b_01
105269;inv_bracer_robe_panprog_b_01
105270;inv_chest_robe_panprog_b_01
105271;inv_pants_robe_panprog_b_01
105272;inv_glove_robe_panprog_b_01
105273;inv_chest_robe_panprog_b_01
105274;inv_boots_robe_panprog_b_01
105275;inv_belt_robe_panprog_b_01
105276;INV_Chest_Cloth_24
105277;INV_Pants_06
105278;INV_Boots_09
105279;INV_Belt_02
105280;INV_Bracer_10
105281;INV_Gauntlets_23
105282;inv_boots_robe_panprog_b_01
105283;inv_glove_robe_panprog_b_01
105284;inv_pants_robe_panprog_b_01
105285;INV_Belt_02
105286;INV_Gauntlets_23
105287;INV_Chest_Cloth_24
105288;INV_Pants_06
105289;INV_Bracer_10
105290;INV_Boots_09
105291;inv_pants_robe_panprog_b_01
105292;inv_glove_robe_panprog_b_01
105293;inv_boots_robe_panprog_b_01
105294;INV_Belt_02
105295;INV_Gauntlets_23
105296;INV_Belt_02
105297;INV_Bracer_10
105298;INV_Pants_06
105299;INV_Chest_Cloth_24
105300;inv_pants_robe_panprog_b_01
105301;inv_glove_robe_panprog_b_01
105302;inv_belt_robe_panprog_b_01
105303;inv_belt_robe_panprog_b_01
105304;inv_belt_robe_panprog_b_01
105305;inv_belt_robe_panprog_b_01
105306;inv_belt_robe_panprog_b_01
105307;inv_belt_robe_panprog_b_01
105308;inv_belt_leather_panprog_b_01
105309;inv_belt_leather_panprog_b_01
105310;inv_belt_leather_panprog_b_01
105311;inv_beltt_mail_panprog_b_01
105312;inv_beltt_mail_panprog_b_01
105313;inv_beltt_mail_panprog_b_01
105314;inv_belt_robe_panprog_b_01
105315;inv_belt_robe_panprog_b_01
105316;inv_belt_robe_panprog_b_01
105317;inv_belt_robe_panprog_b_01
105318;
105319;
105320;
105321;
105322;
105323;
105324;
105325;inv_bracer_robe_panprog_b_01
105326;
105327;inv_belt_robe_panprog_b_01
105328;inv_belt_robe_panprog_b_01
105329;inv_belt_robe_panprog_b_01
105330;inv_belt_robe_panprog_b_01
105331;inv_belt_robe_panprog_b_01
105332;inv_belt_robe_panprog_b_01
105333;inv_offhand_1h_panstart_a_01
105334;inv_belt_mail_panprog_b_01
105335;inv_belt_mail_panprog_b_01
105336;inv_belt_mail_panprog_b_01
105337;
105338;
105339;INV_Pants_08
105340;inv_gauntlets_cloth_pvpmage_c_02
105341;inv_chest_cloth_panstart_a_01
105342;inv_pants_cloth_panstart_a_01
105343;ability_shootwand
105344;trade_archaeology_rustedsteakknife
105345;
105346;
105347;inv_chest_plate28
105348;INV_Helmet_04
105349;
105350;
105351;
105352;
105353;
105354;
105355;
105356;
105357;
105358;
105359;INV_Bracer_05
105360;
105363;inv_helmet_mail_dungeonmail_c_05
105364;INV_Helmet_58
105365;inv_wand_1h_cataclysm_b_01
105366;inv_helmet_139
105367;inv_shield_deathwingraid_d_02
105368;inv_alchemy_elixir_05
105369;inv_drink_27_bluesoup
105370;inv_knife_1h_deathwingraid_e_01
105371;inv_knife_1h_deathwingraid_e_02
105372;INV_Helmet_105
105373;INV_Weapon_Shortblade_31
105374;INV_Boots_01
105375;inv_stave_2h_deathwingraid_d_03
105376;inv_stave_2h_deathwingraid_d_03
105377;inv_stave_2h_deathwingraid_d_03
105378;inv_stave_2h_deathwingraid_d_03
105379;
105380;
105381;INV_Belt_26
105382;INV_Boots_05
105383;INV_Belt_26
105384;inv_chest_plate_raidwarrior_k_01
105385;
105386;INV_Belt_26
105387;
105388;
105389;
105390;INV_Chest_Leather_07
105391;inv_misc_food_167_sugarcane
105392;INV_Shoulder_02
105393;
105394;
105395;
105396;
105397;inv_axe_105
105398;inv_stave_2h_deathwingraid_d_02
105399;inv_stave_2h_deathwingraid_d_02
105400;inv_stave_2h_deathwingraid_d_02
105401;inv_stave_2h_deathwingraid_d_02
105402;inv_axe_1h_deathwingraiddw_d_01
105403;inv_helmet_139
105404;
105405;INV_Belt_26
105406;INV_Belt_26
105407;
105408;
105409;
105410;inv_elemental_mote_air01
105411;creatureportrait_cyclone_nodebris
105412;spell_frost_arcticwinds
105413;spell_nature_invisibilitytotem
105414;inv_bow_1h_pvpcataclysms3_c_01
105415;inv_1h_430nightelf_c_01
105416;
105417;
105418;
105419;
105420;
105421;inv_misc_gem_ebondraenite_01
105422;spell_priest_shadoworbs
105423;inv_mace_1h_430future_c_02
105424;inv_mace_1h_430future_c_02
105425;
105426;
105427;inv_mace_1h_430future_c_02
105428;inv_mace_1h_430future_c_02
105429;inv_offhand_outlandraid_03orange
105430;INV_Shield_46
105431;
105432;
105435;
105436;
105442;
105443;
105444;
105445;inv_sword_1h_deathwingraid_d_01
105449;
105450;
105451;
105452;
105453;
105455;
105456;
105457;
105458;
105459;
105460;
105461;inv_sword_1h_deathwingraid_d_01
105462;inv_sword_1h_deathwingraid_d_01
105463;inv_sword_1h_deathwingraid_d_01
105464;
105465;
105466;
105467;inv_offhand_1h_panstart_a_01
105468;
105469;inv_glove_leather_panprog_b_01
105470;inv_glove_leather_panprog_b_01
105471;inv_shoulder_leather_dungeonleather_c_05
105472;
105473;
105474;
105475;
105476;INV_Belt_02
105477;
105478;
105479;
105480;
105481;
105482;
105483;
105484;
105485;
105486;
105487;
105488;
105489;
105490;
105491;
105494;
105495;
105496;inv_bracer_mail_raidhunter_k_01
105500;
105502;
105505;INV_Belt_14
105507;INV_Shirt_01
105508;inv_helmet_cloth_pvpwarlock_c_01
105509;inv_helm_plate_pvppaladin_c_01
105510;inv_shoulder_plate_pvppaladin_c_01
105511;inv_hammer_16
105512;
105513;
105514;
105518;
105519;
105520;
105521;inv_hammer_32
105522;inv_misc_cape_darkmoonfaire_c_01
105523;
105524;
105525;inv_qiraj_ourohide
105526;
105527;
105528;inv_misc_pelt_bear_ruin_04
105529;
105530;inv_belt_plate_pvppaladin_d_01
105531;inv_pants_plate_pvppaladin_d_01
105532;inv_boots_plate_pvppaladin_d_01
105533;inv_chest_plate_pvppaladin_d_01
105534;inv_glove_plate_pvppaladin_d_01
105535;inv_pants_plate_pvppaladin_d_01
105536;inv_bracer_plate_pvppaladin_d_01
105537;inv_chest_plate21
105538;inv_helmet_86
105539;inv_gauntlets_49
105540;ability_shootwand
105541;inv_helm_robe_pvppriest_d_01
105542;inv_helm_robe_pvppriest_d_01
105543;inv_helm_robe_pvppriest_d_01
105544;inv_helmet_mail_dungeonmail_c_05
105545;inv_helmet_mail_dungeonmail_c_05
105546;inv_helmet_plate_pvppaladin_d_01
105547;inv_helmet_plate_pvppaladin_d_01
105548;inv_helmet_plate_pvppaladin_d_01
105549;INV_Misc_Food_18
105550;inv_helmet_leather_dungeonleather_c_05
105551;inv_helmet_leather_dungeonleather_c_05
105552;inv_helmet_139
105553;inv_knife_1h_430oldgod_c_01
105554;INV_Chest_Chain
105555;
105556;
105557;
105558;achievment_boss_madnessofdeathwing
105566;inv_belt_mail_panprog_b_01
105567;inv_belt_mail_panprog_b_01
105568;inv_belt_mail_panprog_b_01
105569;inv_misc_bone_elfskull_01
105572;inv_stave_2h_deathwingraid_d_03
105573;
105574;
105575;
105576;
105577;
105578;
105579;inv_misc_cat_trinket03
105580;inv_sword_1h_firelandsraid_d_02
105581;inv_sword_1h_firelandsraid_d_02
105582;inv_knife_1h_firelandsraid_d_02
105583;inv_bow_1h_firelandsraid_d_01
105584;inv_bow_1hdeathwingraiddw_d_01
105585;inv_mace_1h_firelandsraid_d_03
105586;inv_knife_1h_firelandsraid_d_03
105587;inv_sword_2h_firelandsraid_d_01
105588;inv_polearm_2h_firelandsraid_d_01
105589;INV_Spear_07
105590;INV_Spear_08
105591;inv_hammer_17
105592;inv_misc_fish_02
105593;inv_thrown_1h_deathwingraid_d_01
105594;inv_thrown_1h_deathwingraid_d_01
105595;inv_thrown_1h_deathwingraid_d_01
105596;inv_thrown_1h_deathwingraid_d_01
105597;item_uncutmetagem
105598;inv_shoulder_mail_raidshaman_k_01
105599;inv_shoulder_mail_raidshaman_k_01
105600;inv_shoulder_mail_raidshaman_k_01
105601;inv_misc_food_121_buttermeat
105602;
105603;
105604;
105605;
105606;
105607;inv_relics_warpring
105608;inv_ore_eternium
105609;
105610;INV_Weapon_Bow_05
105611;
105612;inv_weapon_shortblade_96
105613;inv_misc_crystalepic2
105614;INV_Chest_Cloth_08
105615;INV_Chest_Plate09
105616;INV_Gauntlets_28
105617;inv_misc_bag_10_green
105618;inv_misc_bag_12
105619;inv_misc_bag_12
105620;trade_archaeology_ancientorcshamanheaddress
105621;plate_raiddeathknight_k_01_pant
105622;plate_raiddeathknight_k_01_chest
105623;plate_raiddeathknight_k_01_shoulder
105624;plate_raiddeathknight_k_01_helm
105625;plate_raiddeathknight_k_01_shoulder
105626;plate_raiddeathknight_k_01_shoulder
105627;plate_raiddeathknight_k_01_helm
105628;plate_raiddeathknight_k_01_shoulder
105630;
105631;
105632;
105633;
105634;
105635;
105636;
105637;plate_raiddeathknight_k_01_bracer
105638;plate_raiddeathknight_k_01_belt
105639;plate_raiddeathknight_k_01_pant
105640;plate_raiddeathknight_k_01_glove
105641;plate_raiddeathknight_k_01_chest
105642;plate_raiddeathknight_k_01_boot
105643;plate_raiddeathknight_k_01_shoulder
105644;plate_raiddeathknight_k_01_helm
105645;
105646;
105647;
105648;plate_raiddeathknight_k_01_chest
105649;plate_raiddeathknight_k_01_pant
105650;plate_raiddeathknight_k_01_chest
105651;
105652;
105653;INV_Boots_Cloth_04
105654;
105655;
105656;
105657;inv_misc_flaskofvolatility
105659;inv_pet_chromaticdragon
105660;trade_archaeology_highborne_scroll
105661;ability_druid_treeoflife
105662;
105663;
105664;inv_chest_leather_30
105665;inv_torch_lit
105666;
105667;
105668;INV_Chest_Chain
105669;
105670;
105671;
105672;inv_boot_leather_panprog_b_01
105673;
105674;
105675;
105676;
105677;
105678;
105679;
105680;
105681;
105682;
105683;
105684;
105685;
105686;
105687;
105688;
105689;
105690;
105691;
105692;INV_Helmet_121
105693;INV_Helmet_121
105694;inv_helmet_123
105695;inv_helmet_123
105696;trade_archaeology_ancientorcshamanheaddress
105697;INV_Helmet_05
105698;INV_Helmet_08
105699;INV_Helmet_12
105700;INV_Helmet_06
105701;inv_knife_1h_common_b_01
105702;INV_Helmet_86
105703;INV_Helmet_86
105704;inv_helmet_188v2
105705;inv_helmet_188v3
105706;inv_helmet_188
105707;inv_helmet_188v1
105708;inv_mace_2h_430nightelf_c_01
105709;inv_boots_robe_pvppriest_c_02
105710;inv_belt_robe_pvppriest_c_02
105711;inv_chest_robe_pvppriest_c_02
105712;inv_pants_robe_pvppriest_c_02
105713;inv_gauntlets_robe_pvppriest_c_02
105714;inv_bracer_robe_pvppriest_c_02
105715;inv_shoulder_robe_pvppriest_c_02
105716;inv_helm_robe_pvppriest_c_02
105717;inv_robe_robe_pvppriest_d_01
105718;inv_helm_robe_pvppriest_d_01
105719;inv_glove_robe_pvppriest_d_01
105720;inv_boots_robe_pvppriest_c_02
105721;inv_chest_robe_pvppriest_c_02
105722;inv_pants_robe_pvppriest_c_02
105723;inv_gauntlets_robe_pvppriest_c_02
105724;inv_helm_robe_pvppriest_c_02
105725;inv_shoulder_robe_pvppriest_c_02
105726;inv_glove_robe_pvppriest_d_01
105727;inv_helm_robe_pvppriest_d_01
105728;inv_robe_robe_pvppriest_d_01
105729;inv_bracer_cloth_pvpmage_c_02
105730;inv_boots_cloth_pvpmage_c_02
105731;inv_chest_cloth_pvpmage_c_02
105732;inv_pants_cloth_pvpmage_c_02
105733;inv_belt_cloth_pvpmage_c_02
105734;inv_gauntlets_cloth_pvpmage_c_02
105735;inv_shoulder_cloth_pvpmage_c_02
105736;inv_robe_robe_pvpmage_d_01
105737;inv_helmet_cloth_pvpmage_c_02
105738;inv_helmet_robe_pvpmage_d_01
105739;inv_glove_robe_pvpmage_d_01
105740;inv_gauntlets_cloth_pvpmage_c_02
105741;inv_boots_cloth_pvpmage_c_02
105742;inv_chest_cloth_pvpmage_c_02
105743;inv_pants_cloth_pvpmage_c_02
105744;inv_glove_robe_pvpmage_d_01
105745;inv_helmet_cloth_pvpmage_c_02
105746;inv_helmet_robe_pvpmage_d_01
105747;inv_robe_robe_pvpmage_d_01
105748;inv_shoulder_cloth_pvpmage_c_02
105749;inv_bracer_cloth_pvpwarlock_c_02
105750;inv_shoulder_cloth_pvpwarlock_c_02
105751;inv_helmet_cloth_pvpwarlock_c_02
105752;inv_helmet_robe_pvpwarlock_d_01
105753;inv_boots_cloth_pvpwarlock_c_02
105754;inv_robe_cloth_pvpwarlock_c_02
105755;inv_robe_pants_pvpwarlock_c_02
105756;inv_gauntlets_cloth_pvpwarlock_c_02
105757;inv_helmet_cloth_pvpwarlock_c_02
105758;inv_helmet_robe_pvpwarlock_d_01
105759;inv_shoulder_cloth_pvpwarlock_c_02
105760;inv_bracer_leather_pvpdruid_c_02
105761;inv_boot_leather_pvpdruid_c_02
105762;inv_belt_leather_pvpdruid_c_02
105763;inv_chest_leather_pvpdruid_c_02
105764;inv_pant_leather_pvpdruid_c_02
105765;inv_glove_leather_pvpdruid_c_02
105766;inv_shoulder_leather_pvpdruid_c_02
105767;inv_gauntlets_leather_pvpdruid_d_01
105768;inv_boots_leather_pvpdruid_d_01
105769;inv_helm_leather_pvpdruid_c_02
105770;inv_chest_leather_pvpdruid_c_02
105771;inv_pant_leather_pvpdruid_c_02
105772;inv_glove_leather_pvpdruid_c_02
105773;inv_boot_leather_pvpdruid_c_02
105774;inv_shoulder_leather_pvpdruid_c_02
105775;inv_gauntlets_leather_pvpdruid_d_01
105776;inv_boots_leather_pvpdruid_d_01
105777;inv_helmet_leather_pvpdruid_d_01
105778;inv_pants_leather_pvprogue_c_02
105779;inv_glove_leather_pvprogue_c_02
105780;inv_chest_leather_pvprogue_c_02
105781;inv_bracer_leather_pvprogue_c_02
105782;inv_boot_leather_pvprogue_c_02
105783;inv_belt_leather_pvprogue_c_02
105784;inv_boot_leather_pvprogue_d_01
105785;inv_chest_leather_pvprogue_d_01
105786;inv_helmet_leather_pvprogue_c_02
105787;inv_shoulder_leather_pvprogue_c_02
105788;inv_glove_leather_pvprogue_c_02
105789;inv_chest_leather_pvprogue_c_02
105790;inv_boot_leather_pvprogue_c_02
105791;inv_pants_leather_pvprogue_c_02
105792;inv_boot_leather_pvprogue_d_01
105793;inv_chest_leather_pvprogue_d_01
105794;inv_helmet_leather_pvprogue_c_02
105795;inv_shoulder_leather_pvprogue_c_02
105796;inv_pants_mail_pvphunter_c_02
105797;inv_gauntlets_mail_pvphunter_c_02
105798;inv_chest_mail_pvphunter_c_02
105799;inv_bracer_mail_pvphunter_c_02
105800;inv_boots_mail_pvphunter_c_02
105801;inv_belt_mail_pvphunter_c_02
105802;inv_shoulder_mail_pvphunter_c_02
105803;inv_helmet_mail_pvphunter_c_02
105804;inv_helm_mail_pvphunter_d_01
105805;inv_pants_mail_pvphunter_c_02
105806;inv_gauntlets_mail_pvphunter_c_02
105807;inv_chest_mail_pvphunter_c_02
105808;inv_boots_mail_pvphunter_c_02
105809;inv_shoulder_mail_pvphunter_c_02
105810;inv_helmet_mail_pvphunter_c_02
105811;inv_chest_mail_pvpshaman_c_02
105812;inv_belt_mail_pvpshaman_c_02
105813;inv_robe_mail_pvpshaman_c_02
105814;inv_glove_mail_pvpshaman_c_02
105815;inv_bracer_mail_pvpshaman_c_02
105816;inv_boots_mail_pvpshaman_c_02
105817;inv_belt_mail_pvpshaman_d_01
105818;inv_gauntlets_mail_pvpshaman_d_01
105819;inv_helm_mail_pvpshaman_c_02
105820;inv_helmet_mail_pvpshaman_d_01
105821;inv_shoulder_mail_pvpshaman_c_02
105822;inv_glove_mail_pvpshaman_c_02
105823;inv_chest_mail_pvpshaman_c_02
105824;inv_robe_mail_pvpshaman_c_02
105825;inv_boots_mail_pvpshaman_c_02
105826;inv_gauntlets_mail_pvpshaman_d_01
105827;inv_helm_mail_pvpshaman_c_02
105828;inv_helmet_mail_pvpshaman_d_01
105829;inv_shoulder_mail_pvpshaman_c_02
105830;inv_pants_plate_pvppaladin_c_02
105831;inv_glove_plate_pvppaladin_c_02
105832;inv_chest_plate_pvppaladin_c_02
105833;inv_bracer_plate_pvppaladin_c_02
105834;inv_boots_plate_pvppaladin_c_02
105835;inv_belt_plate_pvppaladin_c_02
105836;inv_helm_plate_pvppaladin_c_02
105837;inv_shoulder_plate_pvppaladin_c_02
105838;inv_pants_plate_pvppaladin_c_02
105839;inv_glove_plate_pvppaladin_c_02
105840;inv_chest_plate_pvppaladin_c_02
105841;inv_boots_plate_pvppaladin_c_02
105842;inv_helm_plate_pvppaladin_c_02
105843;inv_shoulder_plate_pvppaladin_c_02
105844;inv_boots_plate_pvpwarrior_c_02
105845;inv_belt_plate_pvpwarrior_c_02
105846;inv_pants_plate_pvpwarrior_c_02
105847;inv_glove_plate_pvpwarrior_c_02
105848;inv_chest_plate_pvpwarrior_c_02
105849;inv_bracer_plate_pvpwarrior_c_02
105850;inv_belt_plate_pvpwarrior_d_01
105851;inv_helm_plate_pvpwarrior_c_02
105852;inv_shoulder_plate_pvpwarrior_c_02
105853;inv_pants_plate_pvpwarrior_c_02
105854;inv_glove_plate_pvpwarrior_c_02
105855;inv_chest_plate_pvpwarrior_c_02
105856;inv_boots_plate_pvpwarrior_c_02
105857;inv_shoulder_plate_pvpwarrior_c_02
105858;inv_helm_plate_pvpwarrior_c_02
105859;inv_boots_plate_pvpdeathknight_c_02
105860;inv_pants_plate_pvpdeathknight_c_02
105861;inv_gauntlet_plate_pvpdeathknight_c_02
105862;inv_chest_plate_pvpdeathknight_c_02
105863;inv_boots_plate_pvpdeathknight_d_01
105864;inv_helm_plate_pvpdeathknight_c_02
105865;inv_pants_plate_pvpdeathknight_d_01
105866;inv_shoulder_plate_pvpdeathknight_c_02
105867;inv_boots_plate_pvpdeathknight_c_02
105868;inv_pants_plate_pvpdeathknight_c_02
105869;inv_belt_plate_pvpdeathknight_c_02
105870;inv_gauntlet_plate_pvpdeathknight_c_02
105871;inv_chest_plate_pvpdeathknight_c_02
105872;inv_bracer_plate_pvpdeathknight_c_02
105873;inv_shoulder_plate_pvpdeathknight_c_02
105874;inv_pants_plate_pvpdeathknight_d_01
105875;inv_helm_plate_pvpdeathknight_c_02
105876;inv_mace_2h_pvpcataclysms3_c_01
105877;inv_sword_1h_pvpcataclysms3_c_01
105878;inv_sword_1h_pvpcataclysms3_c_01
105879;inv_thrown_1h_pvpcataclysms3_c_01
105880;inv_thrown_1h_pvpcataclysms3_c_01
105881;inv_bow_1h_pvpcataclysms3_c_01
105882;inv_bow_1h_pvpcataclysms3_c_01
105883;inv_wand_38
105884;inv_wand_38
105885;inv_polearm_2h_pvpcataclysms3_c_01
105886;inv_wand_1h_pvpcataclysms3_c_02
105887;inv_wand_1h_pvpcataclysms3_c_02
105888;inv_sword_1h_pvpcataclysms3_c_01
105889;inv_sword_1h_pvpcataclysms3_c_01
105890;inv_thrown_1h_pvp410_c_01
105891;INV_Chest_Plate02
105892;INV_Gauntlets_28
105893;INV_Pants_Plate_05
105894;INV_Belt_34
105895;INV_Boots_Plate_06
105896;INV_Bracer_18
105897;INV_Bracer_15
105898;INV_Boots_Plate_02
105899;INV_Boots_Plate_05
105900;INV_Belt_33
105901;INV_Bracer_14
105902;inv_offhand_1h_pvp410_c_01
105903;inv_offhand_1h_pvpcataclysms3_c_01
105904;inv_offhand_1h_pvpcataclysms3_c_01
105905;inv_offhand_1h_pvpcataclysms3_c_01
105906;inv_wand_38
105907;inv_misc_monsterfang_01
105908;inv_inscription_inkred03
105909;inv_wand_38
105910;inv_helm_mail_pvphunter_d_01
105911;inv_shoulder_mail_pvphunter_d_01
105913;inv_helm_mail_pvphunter_d_01
105914;inv_shoulder_mail_pvphunter_d_01
105915;inv_sword_2h_pvpcataclysms3_c_01
105916;inv_sword_2h_pvpcataclysms3_c_01
105917;inv_staff_2h_pvpcataclysms3_c_03
105918;inv_mace_1h_pvpcataclysms3_c_02
105919;inv_mace_1h_pvpcataclysms3_c_02
105920;inv_mace_2h_pvpcataclysms3_c_01
105921;inv_mace_2h_pvpcataclysms3_c_01
105922;inv_shield_pvpcataclysms3_c_01
105923;inv_shield_pvpcataclysms3_c_01
105924;inv_polearm_2h_pvpcataclysms3_c_01
105925;inv_polearm_2h_pvpcataclysms3_c_01
105926;inv_knife_1h_deathwingraiddw_d_01
105927;inv_knife_1h_deathwingraiddw_d_01
105928;inv_knife_1h_deathwingraiddw_d_01
105929;inv_knife_1h_deathwingraiddw_d_01
105930;inv_knife_1h_deathwingraid_d_02
105931;inv_knife_1h_deathwingraid_d_02
105932;inv_knife_1h_deathwingraid_d_02
105933;inv_knife_1h_deathwingraid_d_02
105934;inv_knife_1h_deathwingraid_d_01
105935;inv_knife_1h_deathwingraid_d_01
105936;inv_firearm_2h_rifle_deathwingraid_d_01
105937;inv_firearm_2h_rifle_deathwingraid_d_01
105938;inv_firearm_2h_rifle_deathwingraid_d_01
105939;inv_firearm_2h_rifle_deathwingraid_d_01
105940;inv_mace_2h_deathwingraid_d_01
105941;inv_mace_2h_deathwingraid_d_01
105942;inv_mace_2h_deathwingraid_d_01
105943;inv_mace_2h_deathwingraid_d_01
105944;inv_mace_1h_deathwingraid_d_01
105945;inv_mace_1h_deathwingraid_d_01
105946;inv_mace_1h_deathwingraid_d_01
105947;inv_mace_1h_deathwingraid_d_01
105948;inv_thrown_1h_deathwingraid_d_01
105949;inv_thrown_1h_deathwingraid_d_01
105950;inv_thrown_1h_deathwingraid_d_01
105951;inv_thrown_1h_deathwingraid_d_01
105952;inv_misc_cape_deathwingraid_d_03
105953;inv_misc_cape_deathwingraid_d_01
105954;
105955;
105956;
105957;inv_staff_2h_pvpcataclysms3_c_02
105958;inv_staff_2h_pvpcataclysms3_c_02
105959;inv_staff_2h_pvpcataclysms3_c_02
105960;inv_shield_430oldgod_c_01
105961;inv_bracer_robe_raidmage_j_01
105962;inv_gauntlets_robe_raidmage_j_01
105963;inv_bracer_robe_dungeonrobe_c_05
105964;inv_pants_robe_raidmage_j_01
105965;inv_boots_robe_raidpriest_j_01
105966;inv_chest_robe_raidmage_j_01
105967;inv_boots_robe_raidmage_j_01
105968;inv_belt_robe_raidmage_k_01
105969;inv_glove_robe_raidmage_k_01
105970;inv_helm_robe_raidmage_k_01
105971;inv_helm_robe_raidmage_k_01
105972;inv_shoulder_robe_raidmage_k_01
105973;inv_pants_robe_raidmage_j_01
105974;inv_gauntlets_robe_raidmage_j_01
105975;inv_chest_robe_raidmage_j_01
105976;inv_bracer_robe_dungeonrobe_c_05
105977;inv_bracer_robe_raidmage_j_01
105978;inv_boots_robe_raidpriest_j_01
105979;inv_boots_robe_raidmage_j_01
105980;inv_belt_robe_raidpriest_j_01
105981;inv_glove_robe_raidmage_k_01
105982;inv_shoulder_robe_raidmage_j_01
105983;inv_bracer_robe_dungeonrobe_c_05
105984;inv_boots_robe_raidmage_j_01
105985;inv_chest_robe_raidmage_j_01
105986;inv_gauntlets_robe_raidmage_j_01
105987;inv_bracer_robe_raidmage_j_01
105988;inv_boots_robe_raidpriest_j_01
105989;inv_belt_robe_raidpriest_j_01
105990;inv_pants_robe_raidmage_j_01
105991;inv_glove_robe_raidmage_k_01
105992;inv_shoulder_robe_raidmage_j_01
105993;inv_chest_robe_raidmage_j_01
105994;inv_pants_robe_raidmage_j_01
105995;inv_gauntlets_robe_raidmage_j_01
105996;inv_belt_robe_raidmage_j_01
105997;inv_pants_robe_raidmage_j_01
105998;inv_chest_robe_raidmage_j_01
105999;inv_belt_robe_raidmage_j_01
106000;inv_gauntlets_robe_raidmage_j_01
106001;inv_bracer_robe_raidmage_k_01
106002;inv_boots_robe_raidmage_k_01
106003;inv_shoulder_robe_raidwarlock_k_01
106004;inv_gauntlets_robe_raidwarlock_k_01
106005;inv_helmet_robe_raidwarlock_k_01
106006;inv_helmet_robe_raidwarlock_k_01
106007;inv_bracer_robe_raidmage_k_01
106008;inv_boots_robe_raidmage_k_01
106009;inv_shoulder_robe_raidmage_j_01
106010;inv_gauntlets_robe_raidwarlock_k_01
106011;inv_helmet_robe_raidmage_j_01
106012;inv_pants_robe_raidmage_j_01
106013;inv_belt_robe_raidmage_j_01
106014;inv_chest_robe_raidmage_j_01
106015;inv_bracer_robe_raidmage_k_01
106016;inv_boots_robe_raidmage_k_01
106017;inv_gauntlets_robe_raidmage_j_01
106018;inv_shoulder_robe_raidmage_j_01
106019;inv_gauntlets_robe_raidwarlock_k_01
106020;inv_helmet_robe_raidmage_j_01
106021;inv_pants_robe_raidmage_j_01
106022;inv_gauntlets_robe_raidmage_j_01
106023;inv_boots_robe_raidpriest_j_01
106024;inv_chest_robe_raidpriest_j_01
106025;inv_chest_robe_raidmage_j_01
106026;inv_gauntlets_robe_raidpriest_j_01
106027;inv_belt_robe_raidmage_j_01
106028;inv_pants_robe_raidpriest_j_01
106029;inv_bracer_robe_dungeonrobe_c_05
106030;inv_shoulder_robe_raidpriest_j_01
106031;inv_shoulder_robe_raidmage_j_01
106032;inv_gauntlet_pants_robe_raidpriest_k_01
106033;inv_gauntlet_pants_robe_raidpriest_k_01
106034;inv_helmet_robe_raidpriest_j_01
106035;inv_helmet_robe_raidmage_j_01
106036;inv_helm_robe_raidpriest_k_01
106037;inv_chest_robe_raidpriest_j_01
106038;inv_belt_robe_raidmage_j_01
106039;inv_gauntlets_robe_raidpriest_j_01
106040;inv_pants_robe_raidpriest_j_01
106041;inv_bracer_robe_dungeonrobe_c_05
106042;inv_pants_robe_raidmage_j_01
106043;inv_gauntlets_robe_raidmage_j_01
106044;inv_bracer_robe_raidmage_j_01
106045;inv_boots_robe_raidpriest_j_01
106046;inv_chest_robe_raidmage_j_01
106047;inv_shoulder_robe_raidpriest_j_01
106048;inv_shoulder_robe_raidmage_j_01
106049;inv_chest_robe_raidpriest_k_01
106050;inv_gauntlet_pants_robe_raidpriest_k_01
106051;inv_gauntlet_pants_robe_raidpriest_k_01
106052;inv_helmet_robe_raidpriest_j_01
106053;inv_helmet_robe_raidmage_j_01
106054;inv_helm_robe_raidpriest_k_01
106055;inv_pants_robe_raidmage_j_01
106056;inv_gauntlets_robe_raidpriest_j_01
106057;inv_chest_robe_raidpriest_j_01
106058;inv_belt_robe_raidmage_j_01
106059;inv_chest_robe_raidmage_j_01
106060;inv_bracer_robe_dungeonrobe_c_05
106061;inv_boots_robe_raidpriest_j_01
106062;inv_gauntlets_robe_raidmage_j_01
106063;inv_pants_robe_raidpriest_j_01
106064;inv_shoulder_robe_raidpriest_j_01
106065;inv_shoulder_robe_raidmage_j_01
106066;inv_chest_robe_raidpriest_k_01
106067;inv_gauntlet_pants_robe_raidpriest_k_01
106068;inv_gauntlet_pants_robe_raidpriest_k_01
106069;inv_helmet_robe_raidpriest_j_01
106070;inv_helmet_robe_raidmage_j_01
106071;inv_helm_robe_raidpriest_k_01
106072;inv_boots_leather_raiddruid_j_01
106073;inv_gauntlets_leather_raiddruid_j_01
106074;inv_pants_leather_raiddruid_j_01
106075;inv_belt_leather_raiddruid_j_01
106076;inv_chest_leather_raiddruid_j_01
106077;inv_bracer_leather_raiddruid_j_01
106078;inv_bracers_leather_dungeonleather_c_05
106079;inv_belt_leather_raiddruid_k_01
106080;inv_boot_leather_raiddruid_k_01
