avid;avname;avdesc;avcat;
6027;Dunkelmond-Dungeonier;Gebt alle fünf Dunkelmond-Artefakte aus den Dungeons ab.;15101;
6028;Dunkelmond-Verteidiger;Gebt alle drei Dunkelmond-Artefakte von den Schlachtfeldern ab.;15101;
6029;Dunkelmond-Räuber;Gebt alle neun Dunkelmond-Artefakte ab.;15101;
6030;Die Show beginnt;Zündet Dunkelmond-Feuerwerk in allen befreundeten Hauptstädten.;15101;
6031;Die Show beginnt;Zündet Dunkelmond-Feuerwerk in allen befreundeten Hauptstädten.;15101;
6032;Jahrmarktsgefälligkeiten;Schließt mindestens sechs berufsbezogene Quests des Dunkelmond-Jahrmarkts ab.;15101;
6045;Occu'thar;Bezwingt Occu'thar.;15075;
6059;Rotes Erbsengewehr;Stolzer Besitzer des Winterhauchgeschenks des Jahres 2009, dem roten Erbsengewehr.;81;
6060;MiniZep-Steuerung;Stolzer Besitzer des Winterhauchgeschenks des Jahres 2010, der MiniZep-Steuerung.;81;
6061;Greller Winterhauchpulli;Stolzer Besitzer des Winterhauchgeschenks des Jahres 2011, dem grellen Winterhauchpulli.;81;
6070;Das ist aber nicht Kanon!;Fügt im Brunnen der Ewigkeit auf dem heroischen Schwierigkeitsgrad Mannoroth, während Varo'then noch am Leben ist, so viel Schaden zu, dass Mannoroth Varo'then opfert, um sich selbst zu heilen und bezwingt Mannoroth daraufhin.;15067;
6084;Fünf vor Zwölf;Bezwingt Ultraxion im normalen oder heroischen Schwierigkeitsgrad des Drachenseele-Schlachtzugs, ohne dass ein Schlachtzugsmitglied mehr als ein Mal von 'Stunde des Zwielichts' getroffen wird.;15068;
6089;Man fasst es nicht.;Tötet Uuk-Uuk in der Brauerei Sturmbräu auf dem Schwierigkeitsgrad 'Heroisch', nachdem Ihr ihn mit 20 rollenden Braufässern getroffen habt.;15106;
6105;Schiffsdeckverteidiger;Bezwingt Kriegsmeister Schwarzhorn auf dem normalen oder heroischen Schwierigkeitsgrad, ohne zuzulassen, dass die Himmelsfeuer durch 'Zwielichtbeschuss' beschädigt wird.;15068;
6106;Die Belagerung des Wyrmruhtempels;Bezwingt die Bosse, die den Wyrmruhtempel im Drachenseelen-Schlachtzug belagern.;15068;
6107;Todesschwinges Sturz;Besteht die Kämpfe, die zum Sturz Todesschwinges im Drachenseelen-Schlachtzug führen.;15068;
6108;Alizabal;Bezwingt Alizabal.;15075;
6109;Heroisch: Morchok;Bezwingt Morchok in der Drachenseele auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
6110;Heroisch: Kriegsherr Zon'ozz;Bezwingt Zon'ozz in der Drachenseele auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
6111;Heroisch: Yor'sahj der Unermüdliche;Bezwingt Yor'sahj den Unermüdlichen in der Drachenseele auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
6112;Heroisch: Hagara die Sturmbinderin;Bezwingt Hagara die Sturmbinderin in der Drachenseele auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
6113;Heroisch: Ultraxion;Bezwingt Ultraxion in der Drachenseele auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
6114;Heroisch: Kriegsmeister Schwarzhorn;Bezwingt Kriegsmeister Schwarzhorn in der Drachenseele auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
6115;Heroisch: Todesschwinges Rückgrat;Kehrt siegreich von Todesschwinges Rückgrat in der Drachenseele auf dem Schwierigkeitsgrad 'Heroisch' zurück.;15068;
6116;Heroisch: Todesschwinges Wahnsinn;Vernichtet Todesschwinge in der Drachenseele auf dem Schwierigkeitsgrad 'Heroisch'.;15068;
6117;Heroisch: Die Endzeit;Bezwingt Murozond in der Endzeit auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
6118;Heroisch: Der Brunnen der Ewigkeit;Bezwingt Mannoroth im Brunnen der Ewigkeit auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
6119;Heroisch: Die Stunde des Zwielichts;Bezwingt Erzbischof Benedictus in der Stunde des Zwielichts auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
6120;Gilde - Heroisch: Die Endzeit;Bezwingt Murozond in der Endzeit auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15083;
6121;Gilde - Heroisch: Der Brunnen der Ewigkeit;Bezwingt Mannoroth im Brunnen der Ewigkeit auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15083;
6122;Gilde - Heroisch: Die Stunde des Zwielichts;Bezwingt Erzbischof Benedictus in der Stunde des Zwielichts auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15083;
6123;Gilde: Drachenseele;Bezwingt die Bosse in der Drachenseele, während Ihr in einer Gildengruppe seid.;15087;
6124;Ruchloser Gladiator;"Hat den Titel Ruchloser Gladiator"" errungen.""";81;
6125;Gilde - Heroisch: Todesschwinge;Bezwingt Todesschwinge in der Drachenseele auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15087;
6126;Erste Bezwinger von Todesschwinge des Realms!;Erste Gilde auf dem Realm, die Todesschwinge in der Drachenseele in einer Gildengruppe auf dem Schwierigkeitsgrad 'Heroisch' bezwungen hat.;15093;
6127;Von hier an blind;Bezwingt Peroth'arn im Brunnen der Ewigkeit auf dem Schwierigkeitsgrad 'Heroisch', ohne dass ein Mitglied Eurer Gruppe von Peroth'arns Auge entdeckt wird.;15067;
6128;Ping Pong Champion;Lasst den Effekt 'Leere der Apokalypse' 10-mal von Spielercharakteren abprallen und bezwingt anschließend Kriegsherr Zon'ozz auf dem normalen oder heroischen Schwierigkeitsgrad.;15068;
6129;Schmeckt den Regenbogen!;Erlebt die folgenden Farbkombinationen und bezwingt dann Yor'sahj den Unermüdlichen auf dem normalen oder heroischen Schwierigkeitsgrad.;15068;
6130;Durchtrennte Bande;"Bezwingt zwei auferstandene Ghule während der Phase Ruf der Hochgeborenen"" des Echos von Sylvanas und bezwingt dann das Echo von Sylvanas in der Endzeit auf dem Schwierigkeitsgrad 'Heroisch'.""";15067;
6131;Der 8. Geburtstag von WoW;Während des 8. Geburtstages von WoW eingeloggt.;81;
6132;Eklipse;Tötet 10 Zwielichtfunken und bezwingt dann Erzbischof Benedictus in der Stunde des Zwielichts auf dem Schwierigkeitsgrad 'Heroisch'.;15067;
6133;Vielleicht wird ihm ja schwindelig...;"Erringt den Sieg in der Begegnung Todesschwinges Rückgrat"" auf dem normalen oder heroischen Schwierigkeitsgrad"; nachdem Ihr Todesschwinge dazu gebracht habt;19749
6135;Siege über Lavawache Gordoth (Flammenschlund);;14821;
6136;Siege über Mutanus den Verschlinger (Höhlen des Wehklagens);;14821;
6137;Siege über Aku'mai (Tiefschwarze Grotte);;14821;
6138;Siege über Hogger (Verlies von Sturmwind);;14821;
6139;Siege über Charlga Klingenflanke (Kral der Klingenhauer);;14821;
6140;Siege über Robogenieur Thermadraht (Gnomeregan);;14821;
6141;Siege über Amnennar der Kältebringer (Hügel der Klingenhauer);;14821;
6142;Siege über Archaedas (Uldaman);;14821;
6143;Siege über Prinzessin Theradras (Maraudon);;14821;
6144;Siege über Eranikus' Schemen (Versunkener Tempel);;14821;
6145;Siege über Oberanführer Wyrmthalak (Untere Schwarzfelsspitze);;14821;
6146;Siege über König Gordok (Düsterbruch);;14821;
6147;Siege über Omor den Narbenlosen (Höllenfeuerbollwerk);;14822;
6148;Siege über Archimonde (Die Schlacht um den Hyjal);;14822;
6150;Siege über Murozond (Endzeit);;15096;
6151;Siege über Mannoroth (Brunnen der Ewigkeit);;15096;
6152;Siege über Erzbischof Benedictus (Stunde des Zwielichts);;15096;
6153;Siege über Morchok (Drachenseele);;15096;
6154;Siege über Morchok (Heroisch: Drachenseele);;15096;
6155;Siege über Kriegsherr Zon'ozz (Drachenseele);;15096;
6156;Siege über Kriegsherr Zon'ozz (Heroisch: Drachenseele);;15096;
6157;Siege über Yor'sahj den Unermüdlichen (Drachenseele);;15096;
6158;Siege über Yor'sahj den Unermüdlichen (Heroisch: Drachenseele);;15096;
6159;Siege über Hagara die Sturmbinderin (Drachenseele);;15096;
6160;Siege über Hagara die Sturmbinderin (Heroisch: Drachenseele);;15096;
6161;Siege über Ultraxion (Drachenseele);;15096;
6162;Siege über Ultraxion (Heroisch: Drachenseele);;15096;
6163;Siege über Kriegsmeister Schwarzhorn (Drachenseele);;15096;
6164;Siege über Kriegsmeister Schwarzhorn (Heroisch: Drachenseele);;15096;
6165;Siege auf Todesschwinges Rückgrat (Drachenseele);;15096;
6166;Siege auf Todesschwinges Rückgrat (Heroisch: Drachenseele);;15096;
6167;Siege über Todesschwinge (Drachenseele);;15096;
6168;Siege über Todesschwinge (Heroisch: Drachenseele);;15096;
6169;Ruhm des Schlachtzüglers der Drachenseele;Schließt die unten aufgelisteten Erfolge des Drachenseele-Schlachtzugs ab.;168;
6170;Siege über Alizabal (Baradinfestung);;15096;
6174;Rück' mir nicht auf die Pelle;Bezwingt Morchok im Drachenseele-Schlachtzug auf dem normalen oder heroischen Schwierigkeitsgrad, ohne dass sich 2 Spielercharaktere (3 Spielercharaktere im 25-Spieler-Modus) jemals innerhalb von 5 Metern voneinander befinden, während Morchok 'Schwarzes Blut der Erde' kanalisiert.;15068;
6175;Händchenhalten;Zerstört auf dem normalen oder heroischen Schwierigkeitsgrad den letzten Kristallleiter während Hagaras Blitzphase, während alle Schlachtzugsmitglieder gleichzeitig vom Effekt 'Elektrischer Leiter' betroffen sind.;15068;
6177;Der Tod des Zerstörers;Bezwingt Todesschwinge im normalen oder heroischen Schwierigkeitsgrad des Drachenseele-Schlachtzugs.;15068;
6180;Chromatischer Champion;Bezwingt Todesschwinge im normalen oder heroischen Schwierigkeitsgrad des Drachenseele-Schlachtzugs, nachdem Ihr die Begegnung auf den Plattformen der jeweiligen Aspekte begonnen habt:;15068;
6181;Fänge des Urvaters;Besitzer der Fänge des Urvaters.;81;
6182;Fänge des Urvaters - Gildenedition;Besitzer der Fänge des Urvaters.;15079;
6185;Murkablo;Stolzer Besitzer von Murkablo von der BlizzCon 2011.;81;
6193;Stufe 90;Erreicht Stufe 90.;92;
6300;Grün, grün, grün sind alle meine Wälder;Schließt die folgenden Geschichtsstränge im Jadewald ab.;15110;
6301;Da wird doch der Wetterhahn verrückt;Schließt die folgenden Geschichtsstränge im Tal der Vier Winde ab.;15110;
6316;Held der Allianz: Ruchlos;Beendet die 10. PvP-Saison in den Top 0,5% der gewerteten Schlachtfeldrangliste.;81;
6317;Held der Horde: Ruchlos;Beendet die 10. PvP-Saison in den Top 0,5% der gewerteten Schlachtfeldrangliste.;81;
6322;Zwielichtdrache des ruchlosen Gladiators;Erhaltet den Zwielichtdrachen des ruchlosen Gladiators aus der Arenasaison 10 von Cataclysm.;81;
6332;Dieses Biest ist Dynamit!;Tötet das Killerkaninchen des Dunkelmond-Jahrmarkts.;15101;
6337;Siege über Ossirian (Ruinen von Ahn'Qiraj);;14821;
6348;Unerklärlich überragend;Legt in jedem Platz einen Gegenstand von überragender Qualität an, der eine Mindeststufe von 450 hat.;92;
6349;Unerklärlich episch;Legt in jedem Platz einen epischen Gegenstand an, der eine Mindeststufe von 476 hat.;92;
6350;Ob groß, ob klein, jedes Tierchen ist mein Herzilein;In Pandaria gibt es noch viel mehr Tiere und auch sie brauchen Eure /liebe.;92;
6351;Erkundet den Jadewald;Erkundet den Jadewald und deckt die unbekannten Bereiche der Weltkarte auf.;15113;
6365;Zenmeister der Kochkunst;Erlangt 600 Fertigkeitspunkte im Kochen.;170;
6366;Shado-Pan;Erreicht bei den Shado-Pan den Status ehrfürchtig.;15114;
6374;Herausforderungsmeister: Bronze;Schließt jeden Herausforderungsdungeon mit der Bewertung 'Bronze' oder besser ab.;15115;
6375;Herausforderungsmeister: Silber;Schließt jeden Herausforderungsdungeon mit der Bewertung 'Silber' oder besser ab.;15115;
6378;Herausforderungsmeister: Gold;Schließt jeden Herausforderungsdungeon mit der Bewertung 'Gold' ab.;15115;
6394;Ausgeblutet;Besiegt Blutrippe in Scholomance auf dem Schwierigkeitsgrad 'Heroisch', ohne dass er mehr als 5 Stapel von 'Verrosten' erreicht.;15106;
6396;Blutrünstig;Besiegt einen Schnitzer Krastinovs in Scholomance auf dem Schwierigkeitsgrad 'Heroisch', auf dem 99 Stapel von 'Kochender Blutdurst' aktiv sind.;15106;
6400;Wie ist er denn dort hoch gekommen?;Findet in der Brauerei Sturmbräu auf einem beliebigen Schwierigkeitsgrad eine Möglichkeit, den Ho-zen-Klammerer dazu zu bewegen, loszulassen.;15106;
6402;Ling-Tings Kräuterreise;Sammelt auf einem beliebigen Schwierigkeitsgrad alle 30 goldenen Hopflinge in der Brauerei Sturmbräu.;15106;
6420;Ich bin die Hopfokalypse!;Zermalmt in der Brauerei Sturmbräu auf dem Schwierigkeitsgrad 'Heroisch' 100 Shed-Ling mit einem einzelnen Hammerschlag.;15106;
6427;Moshpit;Lasst eine Mischung aus 8 Spielercharakteren und scharlachroten Verteidigern gleichzeitig von Waffenmeister Harlans 'Klingen des Lichts' auf dem Schwierigkeitsgrad 'Heroisch' der Scharlachroten Hallen erfasst werden und besiegt Waffenmeister Harlan danach.;15106;
6433;Erster Herausforderungsmeister (Gold) des Realms!;Erste Person des Realms, die jeden Dungeon im Herausforderungsmodus mit der Bewertung 'Gold' abgeschlossen hat.;81;
6455;Terrakottatanz;Besiegt den Willen des Kaisers im Mogu'shangewölbe auf dem Schwierigkeitsgrad 'Normal' oder 'Heroisch', nachdem alle Schlachtzugsmitglieder innerhalb einer einzigen Ungleichgewichtsphase dasselbe Konstrukt mit 'Opportunistischer Schlag' getroffen haben.;15107;
6456;Heroisch: Brauerei Sturmbräu;Bezwingt Yan-Zhu den Dekantierten in der Brauerei Sturmbräu auf dem Schwierigkeitsgrad 'Heroisch'.;15106;
6457;Brauerei Sturmbräu;Bezwingt Yan-Zhu den Dekantierten in der Brauerei Sturmbräu.;15106;
6458;Die Wächter von Mogu'shan;Bezwingt die ersten drei Bosse im Mogu'shangewölbe.;15107;
6460;Hydrophobie;Bezwingt den weisen Mari im Tempel der Jadeschlange auf dem Schwierigkeitsgrad 'Heroisch', ohne von 'Verderbte Wasser', 'Hydrolanze' oder 'Wegwaschen' getroffen zu werden.;15106;
6462;Meisterlicher Haustierkämpfer;Gewinnt 250 Haustierkämpfe.;15119;
6469;Shado-Pan-Kloster;Bezwingt Taran Zhu im Shado-Pan-Kloster.;15106;
6470;Heroisch: Shado-Pan-Kloster;Bezwingt Taran Zhu im Shado-Pan-Kloster auf dem Schwierigkeitsgrad 'Heroisch'.;15106;
6471;Hass führt zu Leid;Bezwingt Taran Zhu im Shado-Pan-Kloster auf dem Schwierigkeitsgrad 'Heroisch', während jedes Gruppenmitglied den maximalen Hasswert besitzt.;15106;
6472;Die offensichtliche Lösung;Tötet die verbleibenden Sha, die in den Versiegelten Kammern gefangen sind, und bezwingt dann das Sha der Gewalt im Shado-Pan-Kloster auf dem Schwierigkeitsgrad 'Heroisch'.;15106;
6475;Aufräumen;Bezwingt das Sha des Zweifels im Tempel der Jadeschlange, während Ihr unter dem Einfluss von 'Geläutertes Wasser' steht.;15106;
6476;Rekrutinator;Erlangt drei Stapel 'Harzreste', indem Ihr am Tor der Untergehenden Sonne auf dem Schwierigkeitsgrad 'Heroisch' Mantisrekruten bezwingt.;15106;
6477;Respekt;Verbeugt Euch vor den Shado-Pan-Novizen, wenn sie sich vor Euch verbeugen, nachdem Ihr sie während des Ereignisses 'Meister Schneewehe' im Shado-Pan-Kloster auf dem Schwierigkeitsgrad 'Heroisch' bezwungen habt.;15106;
6478;Glintrok N' Roll;Bezwingt Gekkan und sein Glintrokgefolge im Mogu'shanpalast auf dem Schwierigkeitsgrad 'Heroisch' innerhalb von 5 Minuten, nachdem Ihr vom Späher der Glintrok entdeckt worden seid.;15106;
6479;Bombös;Löst innerhalb von 15 Sek. 15 Explosionen während der Begegnung mit dem Saboteur Kip'tilak am Tor der Untergehenden Sonne auf dem Schwierigkeitsgrad 'Heroisch' aus.;15106;
6480;Reg dich ab, Bruder;Bezwingt das Sha des Zorns am Kun-Lai-Gipfel.;15107;
6485;Zurück an den Absender;Bezwingt General Pa'valak in der Belagerung des Niuzaotempels auf dem Schwierigkeitsgrad 'Heroisch', während 'Detonieren' 20-mal gestapelt ist.;15106;
6517;Ausradiert;Bezwingt Salyis' Kriegsmeute im Tal der Vier Winde.;15107;
6518;Du magst also Bern...;Tötet im Herzen der Angst auf dem Schwierigkeitsgrad 'Normal' oder 'Heroisch' lebendigen Bern in brennendem Bern, bis sich mindestens 8 Pfützen überschneiden, und tötet dann Bernformer Un'sok.;15107;
6523;Erster Stufe-90-Schamane des Realms!;Erster Schamane des Realms, der Stufe 90 erreicht hat.;81;
6524;Erster Stufe-90-Charakter des Realms!;Erste Person des Realms, die Stufe 90 erreicht hat.;81;
6531;Liebe zum Detail;Bezwingt Jandice Barov in Scholomance auf dem Schwierigkeitsgrad 'Heroisch', ohne ein einziges Trugbild zu vernichten.;15106;
6532;Pandarenschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Pandarenklassen mit der Stufe 85 oder höher.;15078;
6533;Pandarenschlächter;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Pandarenklassen mit der Stufe 85 oder höher.;15078;
6534;Grün, grün, grün sind alle meine Wälder;Schließt die folgenden Geschichtsstränge im Jadewald ab.;15110;
6535;Das ist ja Krasarang!;Schließt die folgenden Geschichtsstränge in der Krasarangwildnis ab.;15110;
6536;Das ist ja Krasarang!;Schließt die folgenden Geschichtsstränge in der Krasarangwildnis ab.;15110;
6537;Der Berg ruft;Schließt die folgenden Geschichtsstränge am Kun-Lai-Gipfel ab.;15110;
6538;Der Berg ruft;Schließt die folgenden Geschichtsstränge am Kun-Lai-Gipfel ab.;15110;
6539;In Tonlong steppt der Bär;Schließt die folgenden Geschichtsstränge in der Tonlongsteppe ab.;15110;
6540;Gar nicht schnöde, diese Öde;Schließt die unten aufgelisteten Geschichtsstränge in der Schreckensöde ab.;15110;
6541;Meister der Lehren von Pandaria;Schließt die unten aufgelisteten Questerfolge von Pandaria ab.;15110;
6543;Die Himmlischen Erhabenen;Erreicht bei den Himmlischen Erhabenen den Status ehrfürchtig.;15114;
6544;Die Ackerbauern;Erreicht bei den Ackerbauern den Status ehrfürchtig.;15114;
6545;Die Klaxxi;Erreicht bei den Klaxxi den Status ehrfürchtig.;15114;
6546;Der Goldene Lotus;Erreicht beim Goldenen Lotus den Status ehrfürchtig.;15114;
6547;Die Angler;Erreicht bei den Anglern den Status ehrfürchtig.;15114;
6548;Die Lehrensucher;Erreicht bei den Lehrensuchern den Status ehrfürchtig.;15114;
6550;Orden der Wolkenschlange;Erreicht beim Orden der Wolkenschlange den Status ehrfürchtig.;15114;
6551;Freund auf dem Hof;Werdet der beste Freund einer Person auf dem Halbhügelmarkt.;15114;
6552;Freunde auf dem Hof;Werdet der beste Freund von allen Personen auf dem Halbhügelmarkt.;15114;
6553;Wie ein Pfeil ins Gesicht;Bezwingt Garalon im Herzen der Angst auf dem Schwierigkeitsgrad 'Normal', ohne eines seiner Beine zu zerstören.;15107;
6554;Es gehört mir!;Fangt 10 Haustiere in Haustierkämpfen.;15118;
6555;Ein Team zusammenstellen;Fangt 25 Haustiere in Haustierkämpfen.;15118;
6556;Mir gehen die Fallen aus;Fangt 50 Kampfhaustiere in Haustierkämpfen.;15118;
6557;Meisterlicher Kampfhaustierjäger;Fangt 100 Haustiere in Haustierkämpfen.;15118;
6558;Ortsansässiger Haustierschreck;Gewinnt einen Haustierkampf in 10 verschiedenen Zonen.;15119;
6559;Reisender Haustierschreck;Gewinnt ein Kampfhaustier in 30 verschiedenen Zonen.;15119;
6560;Globaler Haustierschreck;Gewinnt einen Haustierkampf in 60 verschiedenen Zonen.;15119;
6566;Nur ein Welpe;Bringt ein Haustier auf Stufe 5.;15120;
6567;Aufpäppeln;Bringt ein Haustier auf Stufe 10.;15120;
6568;Zeit für die Leine;Bringt ein Haustier auf Stufe 15.;15120;
6569;Alter Freund;Bringt ein Haustier auf Stufe 20.;15120;
6570;Schon erwachsen!;Bringt ein Haustier auf Stufe 25.;15120;
6571;Das war knapp!;Fangt ein Kampfhaustier mit weniger als 5% Gesundheit.;15118;
6578;Profigruppe;Bringt 15 Haustiere auf Stufe 25.;15120;
6579;Beginnergruppe;Bringt 15 Haustiere auf Stufe 10.;15120;
6580;Beginnertruppe;Bringt 30 Haustiere auf Stufe 10.;15120;
6581;Profitruppe;Bringt 30 Haustiere auf Stufe 25.;15120;
6582;Profimeute;Bringt 75 Haustiere auf Stufe 25.;15120;
6583;Beginnermeute;Bringt 75 Haustiere auf Stufe 10.;15120;
6584;Haustierrauferei in der großen Stadt - Allianz;Gewinnt einen Haustierkampf in jeder der folgenden Allianzstädte.;15119;
6585;Auf Safari in Kalimdor;Fangt jedes Kampfhaustier in Kalimdor.;15118;
6586;Auf Safari in den Östlichen Königreichen;Fangt jedes Kampfhaustier in den Östlichen Königreichen.;15118;
6587;Auf Safari in der Scherbenwelt;Fangt jedes Kampfhaustier in der Scherbenwelt.;15118;
6588;Auf Safari in Nordend;Fangt jedes Kampfhaustier in Nordend.;15118;
6589;Auf Safari in Pandaria;Fangt jedes Kampfhaustier in Pandaria.;15118;
6590;Safari überall;Schließt die unten aufgelisteten Haustiersafari-Erfolge ab.;15118;
6591;Großmeister der Haustierkämpfer;Gewinnt 1000 Haustierkämpfe.;15119;
6592;Legendärer Haustierkämpfer;Gewinnt 5000 Haustierkämpfe.;15119;
6593;Erfahrener Haustierkämpfer;Gewinnt 50 Haustierkämpfe.;15119;
6594;Kleinvieh macht auch Aua;Gewinnt 10 Haustierkämpfe.;15119;
6595;Haustierraufbold;Gewinnt 10 PvP-Haustierkämpfe.;15119;
6596;Erfahrener Haustierraufbold;Gewinnt 50 Haustierkämpfe gegen andere Spieler.;15119;
6597;Meisterlicher Haustierraufbold;Gewinnt 250 Haustierkämpfe gegen andere Spieler.;15119;
6598;Großmeister der Haustierraufbolde;Gewinnt 1000 Haustierkämpfe gegen andere Spieler.;15119;
6599;Legendärer Haustierraufbold;Gewinnt 5000 Haustierkämpfe gegen andere Spieler.;15119;
6600;Ultimativer Trainer;Erringt 300 Erfolgspunkte in Haustierkämpfen.;15117;
6601;Die Zähmung der Wildnis;Bezwingt einen Meistertierzähmer.;15117;
6602;Die Zähmung Kalimdors;Bezwingt alle unten aufgelisteten Wildtierzähmer in Kalimdor.;15117;
6603;Die Zähmung der Östlichen Königreiche;Bezwingt alle unten aufgelisteten Wildtierzähmer in den Östlichen Königreichen.;15117;
6604;Die Zähmung der Scherbenwelt;Bezwingt alle unten aufgelisteten Wildtierzähmer in der Scherbenwelt.;15117;
6605;Die Zähmung Nordends;Bezwingt alle unten aufgelisteten Wildtierzähmer in Nordend.;15117;
6606;Die Zähmung Pandarias;Bezwingt alle unten aufgelisteten Wildtierzähmer in Pandaria.;15117;
6607;Die Zähmung Azeroths;Schließt die unten aufgelisteten Zähmungserfolge ab.;15117;
6608;Familientreffen;Fangt ein Kampfhaustier jeder Familie.;15118;
6609;Kein Lieblingstier;Bringt ein Haustier jeder Familie auf Stufe 10.;15120;
6610;Alle Haustiere willkommen;Bringt ein Haustier jeder Familie auf Stufe 25.;15120;
6611;Kontinentaler Zähmer;Schließt die unten aufgelisteten Haustierschreck-Erfolge ab.;15118;
6612;Zähmer von Kalimdor;Fangt ein Kampfhaustier in jedem der folgenden Gebiete Kalimdors.;15118;
6613;Zähmer der Östlichen Königreiche;Fangt ein Kampfhaustier in jedem der folgenden Gebiete der Östlichen Königreiche.;15118;
6614;Zähmer der Scherbenwelt;Fangt ein Kampfhaustier in jedem der folgenden Gebiete der Scherbenwelt.;15118;
6615;Zähmer von Nordend;Fangt ein Kampfhaustier in jedem der folgenden Gebiete Nordends.;15118;
6616;Zähmer von Pandaria;Fangt ein Kampfhaustier in jedem der folgenden Gebiete Pandarias.;15118;
6618;Höhenflug;Gewinnt 10 aufeinanderfolgende Haustierkämpfe.;15119;
6619;Glückssträhne;Gewinnt 25 aufeinanderfolgende Haustierkämpfe.;15119;
6620;Keine Zeit für Pflaster;Gewinnt 5 aufeinanderfolgende Haustierkämpfe gegen andere Spieler, ohne dass eines Eurer Haustiere stirbt.;15119;
6621;Haustierrauferei in der großen Stadt - Horde;Gewinnt einen Haustierkampf in jeder der folgenden Hordestädte.;15119;
6622;Haustierrauferei in der großen Stadt;"Schließt die unten aufgelisteten Haustierrauferei in der großen Stadt""-Erfolge ab.""";15119;
6624;Pandaren mit Klasse;Erreicht Stufe 90 mit jeder der unten aufgelisteten Pandarenklassen.;15088;
6625;Pandaren mit Klasse;Erreicht Stufe 90 mit jeder der unten aufgelisteten Pandarenklassen.;15088;
6626;Noch bessere Teamarbeit;Erlangt 600 Fertigkeitspunkte in allen Haupt- und Nebenberufen.;15080;
6627;Erste Gilde der Stufe 30 des Realms!;Erste Gilde auf dem Realm, die Gildenstufe 30 erreicht hat.;15093;
6628;Erste „Noch bessere Teamarbeit“-Gilde des Realms!;Erste Gilde auf dem Realm, die 600 Fertigkeitspunkte in allen Haupt- und Nebenberufen erreicht hat.;15093;
6629;Alle Tage wieder;Schließt 150.000 tägliche Quests ab.;15077;
6632;Herausforderungsmeister (Gilde): Bronze;Schließt jeden Herausforderungsdungeon mit der Bewertung 'Bronze' oder besser ab, während Ihr in einer Gildengruppe seid.;15151;
6633;Herausforderungsmeister (Gilde): Silber;Schließt jeden Herausforderungsdungeon mit der Bewertung 'Silber' oder besser ab, während Ihr in einer Gildengruppe seid.;15151;
6634;Herausforderungsmeister (Gilde): Gold;Schließt jeden Herausforderungsdungeon mit der Bewertung 'Gold' ab, während Ihr in einer Gildengruppe seid.;15151;
6641;Spezialkommando: Bronze;Schließt 50 Dungeons im Herausforderungsmodus mit der Bewertung 'Bronze' oder besser ab, während Ihr in einer Gildengruppe seid.;15151;
6642;Spezialkommando: Silber;Schließt 50 Dungeons im Herausforderungsmodus mit der Bewertung 'Silber' oder besser ab, während Ihr in einer Gildengruppe seid.;15151;
6643;Spezialkommando: Gold;Schließt 50 Dungeons im Herausforderungsmodus mit der Bewertung 'Gold' ab, während Ihr in einer Gildengruppe seid.;15151;
6644;Pandarische Botschaft;Erreicht bei allen unten aufgeführten pandarianischen Fraktionen den Status ehrfürchtig.;15089;
6664;Pandarische Botschaft;Erreicht bei allen unten aufgeführten pandarianischen Fraktionen den Status ehrfürchtig.;15089;
6666;Gilde - Heroisch: Brauerei Sturmbräu;Bezwingt Yan-Zhu den Dekantierten in der Brauerei Sturmbräu auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15153;
6668;Gilde: Mogu'shangewölbe;Bezwingt die Bosse im Mogu'shangewölbe, während Ihr in einer Gildengruppe seid.;15154;
6669;Gilde: Das Herz der Angst;Bezwingt die Bosse im Herzen der Angst, während Ihr in einer Gildengruppe seid.;15154;
6670;Gilde: Terrasse des Endlosen Fühlings;Bezwingt die Bosse auf der Terrasse des Endlosen Frühlings, während Ihr in einer Gildengruppe seid.;15154;
6671;Saat der Zweifel;Bezwingt das Sha des Zweifels im Tempel der Jadeschlange auf dem Schwierigkeitsgrad 'Heroisch', während Ihr unter dem Einfluss von 4 Saaten der Zweifel steht.;15106;
6674;Alles, was du kannst, das kann ich viel besser!;Bezwingt Feng den Verfluchten auf dem Schwierigkeitsgrad 'Normal' oder 'Heroisch', nachdem Ihr jede der folgenden Fähigkeiten imitiert habt:;15107;
